ORIGINAL_SCRIPT_WORD_INDEX,POSITIVE_MATCH,ORIGINAL_SCRIPT_WORD,LOWERCASE,SPACY_ORTH_ID,SCENE,CHARACTER,ANGER,ANTICIPATION,DISGUST,FEAR,JOY,SADNESS,SURPRISE,TRUST,NEGATIVE,POSITIVE,SCRIPT_SECTION
0,44,a,a,506,1,Intro Text,0,0,0,0,0,0,0,0,0,0,1
1,48,long,long,824,1,Intro Text,0,1,0,0,0,0,0,0,0,0,1
2,48,time,time,646,1,Intro Text,0,1,0,0,0,0,0,0,0,0,1
3,50,ago,ago,1060,1,Intro Text,0,0,0,0,0,0,0,0,0,0,1
4,121,in,in,522,1,Intro Text,0,0,0,0,0,0,0,0,0,0,1
5,136,a,a,506,1,Intro Text,0,0,0,0,0,0,0,0,0,0,1
6,134,galaxy,galaxy,422766,1,Intro Text,0,0,0,0,0,0,0,0,0,0,1
7,134,far,far,916,1,Intro Text,0,0,0,0,0,0,0,0,0,0,1
8,124,",",",",450,1,Intro Text,0,0,0,0,0,0,0,0,0,0,1
9,124,far,far,916,1,Intro Text,0,0,0,0,0,0,0,0,0,0,1
10,117,away,away,944,1,Intro Text,0,0,0,0,0,0,0,0,0,0,1
11,11,...,...,569,1,Intro Text,0,0,0,0,0,0,0,0,0,0,1
12,1,star,star,4131,1,Intro Text,0,1,0,0,1,0,0,1,0,1,1
13,1,wars,wars,2956,1,Intro Text,0,0,0,0,0,0,0,0,0,0,1
14,0,episode,episode,3491,1,Intro Text,0,0,0,0,0,0,0,0,0,0,1
15,0,vii,vii,346345,1,Intro Text,0,0,0,0,0,0,0,0,0,0,1
16,0,the,the,501,1,Intro Text,0,0,0,0,0,0,0,0,0,0,1
17,0,force,force,1555,1,Intro Text,1,0,0,1,0,0,0,0,1,0,1
18,0,awakens,awakens,555224,1,Intro Text,0,0,0,0,0,0,0,0,0,0,1
19,0,luke,luke,247182,1,Intro Text,0,0,0,0,0,0,0,0,0,0,1
20,0,skywalker,skywalker,303039,1,Intro Text,0,0,0,0,0,0,0,0,0,0,2
21,5,has,has,615,1,Intro Text,0,0,0,0,0,0,0,0,0,0,2
22,5,vanished,vanished,14133,1,Intro Text,0,0,0,1,0,1,1,0,1,0,2
23,8,0,0,453,1,Intro Text,0,0,0,0,0,0,0,0,0,0,2
24,8,in,in,522,1,Intro Text,0,0,0,0,0,0,0,0,0,0,2
25,8,his,his,553,1,Intro Text,0,0,0,0,0,0,0,0,0,0,2
26,8,absence,absence,6840,1,Intro Text,0,0,0,1,0,1,0,0,1,0,2
27,8,",",",",450,1,Intro Text,0,0,0,0,0,0,0,0,0,0,2
28,8,the,the,501,1,Intro Text,0,0,0,0,0,0,0,0,0,0,2
29,5,sinister,sinister,168102,1,Intro Text,1,0,1,1,0,0,0,0,1,0,2
30,4,first,first,774,1,Intro Text,0,0,0,0,0,0,0,0,0,0,2
31,4,order,order,1290,1,Intro Text,0,0,0,0,0,0,0,0,0,0,2
32,6,has,has,615,1,Intro Text,0,0,0,0,0,0,0,0,0,0,2
33,10,risen,risen,16977,1,Intro Text,0,0,0,0,0,0,0,0,0,0,2
34,31,from,from,595,1,Intro Text,0,0,0,0,0,0,0,0,0,0,2
35,32,the,the,501,1,Intro Text,0,0,0,0,0,0,0,0,0,0,2
36,36,ashes,ashes,421720,1,Intro Text,0,0,0,0,0,1,0,0,1,0,2
37,36,of,of,510,1,Intro Text,0,0,0,0,0,0,0,0,0,0,2
38,35,the,the,501,1,Intro Text,0,0,0,0,0,0,0,0,0,0,2
39,33,empire,empire,6779,1,Intro Text,0,0,0,0,0,0,0,0,0,0,2
40,8,and,and,512,1,Intro Text,0,0,0,0,0,0,0,0,0,0,3
41,4,will,will,603,1,Intro Text,0,0,0,0,0,0,0,0,0,0,3
42,4,not,not,538,1,Intro Text,0,0,0,0,0,0,0,0,0,0,3
43,4,rest,rest,1223,1,Intro Text,0,0,0,0,0,0,0,0,0,1,3
44,4,until,until,1024,1,Intro Text,0,0,0,0,0,0,0,0,0,0,3
45,0,skywalker,skywalker,303039,1,Intro Text,0,0,0,0,0,0,0,0,0,0,3
46,0,",",",",450,1,Intro Text,0,0,0,0,0,0,0,0,0,0,3
47,0,the,the,501,1,Intro Text,0,0,0,0,0,0,0,0,0,0,3
48,0,last,last,891,1,Intro Text,0,0,0,0,0,0,0,0,0,0,3
49,0,jedi,jedi,201089,1,Intro Text,0,0,0,0,0,0,0,0,0,0,3
50,4,",",",",450,1,Intro Text,0,0,0,0,0,0,0,0,0,0,3
51,4,has,has,615,1,Intro Text,0,0,0,0,0,0,0,0,0,0,3
52,4,been,been,666,1,Intro Text,0,0,0,0,0,0,0,0,0,0,3
53,4,destroyed,destroyed,3789,1,Intro Text,1,0,0,1,0,1,0,0,1,0,3
54,6,0,0,453,1,Intro Text,0,0,0,0,0,0,0,0,0,0,3
55,6,with,with,548,1,Intro Text,0,0,0,0,0,0,0,0,0,0,3
56,6,the,the,501,1,Intro Text,0,0,0,0,0,0,0,0,0,0,3
57,6,support,support,1018,1,Intro Text,0,0,0,0,0,0,0,0,0,0,3
58,6,of,of,510,1,Intro Text,0,0,0,0,0,0,0,0,0,0,3
59,6,the,the,501,1,Intro Text,0,0,0,0,0,0,0,0,0,0,3
60,0,republic,republic,6640,1,Intro Text,0,0,0,0,0,0,0,0,1,0,4
61,0,",",",",450,1,Intro Text,0,0,0,0,0,0,0,0,0,0,4
62,0,general,general,1451,1,Intro Text,0,0,0,0,0,0,0,1,0,1,4
63,0,leia,leia,336292,1,Intro Text,0,0,0,0,0,0,0,0,0,0,4
64,0,organa,organa,776981,1,Intro Text,0,0,0,0,0,0,0,0,0,0,4
65,4,leads,leads,3405,1,Intro Text,0,0,0,0,0,0,0,0,0,0,4
66,4,a,a,506,1,Intro Text,0,0,0,0,0,0,0,0,0,0,4
67,4,brave,brave,9229,1,Intro Text,0,0,0,0,0,0,0,0,0,0,4
68,4,resistance,resistance,6705,1,Intro Text,1,0,0,0,0,0,0,0,1,0,4
69,5,0,0,453,1,Intro Text,0,0,0,0,0,0,0,0,0,0,4
70,5,she,she,699,1,Intro Text,0,0,0,0,0,0,0,0,0,0,4
71,5,is,is,513,1,Intro Text,0,0,0,0,0,0,0,0,0,0,4
72,5,desperate,desperate,4597,1,Intro Text,0,0,0,0,0,0,0,0,1,0,4
73,5,to,to,504,1,Intro Text,0,0,0,0,0,0,0,0,0,0,4
74,5,find,find,815,1,Intro Text,0,0,0,0,0,0,0,0,0,0,4
75,4,her,her,656,1,Intro Text,0,0,0,0,0,0,0,0,0,0,4
76,4,brother,brother,3162,1,Intro Text,0,0,0,0,0,0,0,1,0,1,4
77,0,luke,luke,247182,1,Intro Text,0,0,0,0,0,0,0,0,0,0,4
78,4,and,and,512,1,Intro Text,0,0,0,0,0,0,0,0,0,0,4
79,4,gain,gain,2728,1,Intro Text,0,1,0,0,1,0,0,0,0,1,4
80,4,his,his,553,1,Intro Text,0,0,0,0,0,0,0,0,0,0,5
81,4,help,help,987,1,Intro Text,0,0,0,0,0,0,0,0,0,0,5
82,4,in,in,522,1,Intro Text,0,0,0,0,0,0,0,0,0,0,5
83,4,restoring,restoring,429309,1,Intro Text,0,0,0,0,0,0,0,0,0,1,5
84,7,peace,peace,3040,1,Intro Text,0,1,0,0,1,0,0,1,0,1,5
85,9,and,and,512,1,Intro Text,0,0,0,0,0,0,0,0,0,0,5
86,9,justice,justice,3287,1,Intro Text,0,0,0,0,0,0,0,1,0,1,5
87,9,to,to,504,1,Intro Text,0,0,0,0,0,0,0,0,0,0,5
88,9,the,the,501,1,Intro Text,0,0,0,0,0,0,0,0,0,0,5
89,9,galaxy,galaxy,422766,1,Intro Text,0,0,0,0,0,0,0,0,0,0,5
90,6,0,0,453,1,Intro Text,0,0,0,0,0,0,0,0,0,0,5
91,0,leia,leia,336292,1,Intro Text,0,0,0,0,0,0,0,0,0,0,5
92,2,has,has,615,1,Intro Text,0,0,0,0,0,0,0,0,0,0,5
93,2,sent,sent,2341,1,Intro Text,0,0,0,0,0,0,0,0,0,0,5
94,2,her,her,656,1,Intro Text,0,0,0,0,0,0,0,0,0,0,5
95,2,most,most,707,1,Intro Text,0,0,0,0,0,0,0,0,0,0,5
96,2,daring,daring,58397,1,Intro Text,0,0,0,0,0,0,0,0,0,1,5
97,2,pilot,pilot,7691,1,Intro Text,0,0,0,0,0,0,0,1,0,1,5
98,2,on,on,542,1,Intro Text,0,0,0,0,0,0,0,0,0,0,5
99,2,a,a,506,1,Intro Text,0,0,0,0,0,0,0,0,0,0,5
100,2,secret,secret,2689,1,Intro Text,0,0,0,0,0,0,0,1,0,0,6
101,2,mission,mission,5194,1,Intro Text,0,0,0,0,0,0,0,0,0,0,6
102,2,to,to,504,1,Intro Text,0,0,0,0,0,0,0,0,0,0,6
103,0,jakku,jakku,776983,1,Intro Text,0,0,0,0,0,0,0,0,0,0,6
104,3,",",",",450,1,Intro Text,0,0,0,0,0,0,0,0,0,0,6
105,3,where,where,752,1,Intro Text,0,0,0,0,0,0,0,0,0,0,6
106,3,an,an,591,1,Intro Text,0,0,0,0,0,0,0,0,0,0,6
107,3,old,old,886,1,Intro Text,0,0,0,0,0,0,0,0,0,0,6
108,3,ally,ally,540766,1,Intro Text,0,0,0,0,0,0,0,1,0,1,6
109,3,has,has,615,1,Intro Text,0,0,0,0,0,0,0,0,0,0,6
110,3,discovered,discovered,3611,1,Intro Text,0,0,0,0,0,0,0,0,0,0,6
111,3,a,a,506,1,Intro Text,0,0,0,0,0,0,0,0,0,0,6
112,3,clue,clue,3661,1,Intro Text,0,1,0,0,0,0,0,0,0,0,6
113,3,to,to,504,1,Intro Text,0,0,0,0,0,0,0,0,0,0,6
114,0,luke,luke,247182,1,Intro Text,0,0,0,0,0,0,0,0,0,0,6
115,0,'s,'s,525,1,Intro Text,0,0,0,0,0,0,0,0,0,0,6
116,0,whereabouts,whereabouts,324130,1,Intro Text,0,0,0,0,0,0,0,0,0,0,6
117,0,....,....,1058,1,Intro Text,0,0,0,0,0,0,0,0,0,0,6
118,15,this,this,552,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,6
119,18,will,will,603,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,6
120,22,begin,begin,2606,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,7
121,24,to,to,504,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,7
122,24,make,make,664,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,7
123,24,things,things,753,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,7
124,24,right,right,679,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,7
125,20,0,0,453,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,7
126,3,i,i,509,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,7
127,1,'ve,'ve,689,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,7
128,2,traveled,traveled,118683,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,7
129,2,too,too,698,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,7
130,2,far,far,916,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,7
131,1,",",",",450,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,7
132,1,and,and,512,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,7
133,1,seen,seen,1016,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,7
134,1,too,too,698,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,7
135,1,much,much,668,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,7
136,0,",",",",450,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,7
137,7,to,to,504,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,7
138,7,ignore,ignore,2476,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,1,0,7
139,7,the,the,501,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,7
140,7,despair,despair,322629,4,LOR SAN TEKKA,1,0,1,1,0,1,0,0,1,0,8
141,7,in,in,522,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,8
142,7,the,the,501,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,8
143,7,galaxy,galaxy,422766,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,8
144,6,0,0,453,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,8
145,5,without,without,845,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,8
146,5,the,the,501,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,8
147,0,jedi,jedi,201089,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,8
148,8,",",",",450,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,8
149,9,there,there,608,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,8
150,9,can,can,586,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,8
151,10,be,be,536,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,8
152,10,no,no,625,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,8
153,10,balance,balance,3134,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,1,8
154,11,in,in,522,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,8
155,11,the,the,501,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,8
156,11,force,force,1555,4,LOR SAN TEKKA,1,0,0,1,0,0,0,0,1,0,8
157,10,0,0,453,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,8
158,3,well,well,733,4,POE,0,0,0,0,0,0,0,0,0,0,8
159,3,",",",",450,4,POE,0,0,0,0,0,0,0,0,0,0,8
160,0,because,because,636,4,POE,0,0,0,0,0,0,0,0,0,0,9
161,0,of,of,510,4,POE,0,0,0,0,0,0,0,0,0,0,9
162,0,you,you,520,4,POE,0,0,0,0,0,0,0,0,0,0,9
163,5,now,now,640,4,POE,0,0,0,0,0,0,0,0,0,0,9
164,5,we,we,601,4,POE,0,0,0,0,0,0,0,0,0,0,9
165,5,have,have,539,4,POE,0,0,0,0,0,0,0,0,0,0,9
166,5,a,a,506,4,POE,0,0,0,0,0,0,0,0,0,0,9
167,5,chance,chance,1458,4,POE,0,0,0,0,0,0,1,0,0,0,9
168,5,0,0,453,4,POE,0,0,0,0,0,0,0,0,0,0,9
169,0,the,the,501,4,POE,0,0,0,0,0,0,0,0,0,0,9
170,0,general,general,1451,4,POE,0,0,0,0,0,0,0,1,0,1,9
171,2,'s,'s,525,4,POE,0,0,0,0,0,0,0,0,0,0,9
172,8,been,been,666,4,POE,0,0,0,0,0,0,0,0,0,0,9
173,8,after,after,805,4,POE,0,0,0,0,0,0,0,0,0,0,9
174,64,this,this,552,4,POE,0,0,0,0,0,0,0,0,0,0,9
175,131,for,for,531,4,POE,0,0,0,0,0,0,0,0,0,0,9
176,132,a,a,506,4,POE,0,0,0,0,0,0,0,0,0,0,9
177,131,long,long,824,4,POE,0,1,0,0,0,0,0,0,0,0,9
178,131,time,time,646,4,POE,0,1,0,0,0,0,0,0,0,0,9
179,131,0,0,453,4,POE,0,0,0,0,0,0,0,0,0,0,9
180,83,"""","""",524,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,10
181,2,the,the,501,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,10
182,1,general,general,1451,4,LOR SAN TEKKA,0,0,0,0,0,0,0,1,0,1,10
183,1,0,0,453,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,10
184,1,"""","""",524,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,10
185,1,to,to,504,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,10
186,1,me,me,612,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,10
187,1,",",",",450,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,10
188,1,she,she,699,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,10
189,1,'s,'s,525,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,10
190,1,royalty,royalty,286630,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,1,10
191,1,0,0,453,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,10
192,6,well,well,733,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,10
193,6,",",",",450,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,10
194,6,she,she,699,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,10
195,6,certainly,certainly,1333,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,10
196,6,is,is,513,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,10
197,6,that,that,514,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,10
198,7,0,0,453,4,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,10
199,1,we,we,601,4,POE,0,0,0,0,0,0,0,0,0,0,10
200,1,'ve,'ve,689,4,POE,0,0,0,0,0,0,0,0,0,0,11
201,1,got,got,776,4,POE,0,0,0,0,0,0,0,0,0,0,11
202,1,company,company,1177,4,POE,0,0,0,0,0,0,0,0,0,0,11
203,2,0,0,453,4,POE,0,0,0,0,0,0,0,0,0,0,11
204,1,you,you,520,5,POE,0,0,0,0,0,0,0,0,0,0,11
205,1,have,have,539,5,POE,0,0,0,0,0,0,0,0,0,0,11
206,1,to,to,504,5,POE,0,0,0,0,0,0,0,0,0,0,11
207,1,hide,hide,3096,5,POE,0,0,0,1,0,0,0,0,0,0,11
208,4,0,0,453,5,POE,0,0,0,0,0,0,0,0,0,0,11
209,4,you,you,520,5,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,11
210,5,have,have,539,5,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,11
211,5,to,to,504,5,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,11
212,5,leave,leave,1490,5,LOR SAN TEKKA,0,0,0,0,0,1,1,0,1,0,11
213,5,0,0,453,5,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,11
214,2,go,go,706,5,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,11
215,2,!,!,558,5,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,11
216,0,come,come,890,8,POE,0,0,0,0,0,0,0,0,0,0,11
217,0,on,on,542,8,POE,0,0,0,0,0,0,0,0,0,0,11
218,0,",",",",450,8,POE,0,0,0,0,0,0,0,0,0,0,11
219,0,bb-8,bb-8,776986,8,POE,0,0,0,0,0,0,0,0,0,0,11
220,0,!,!,558,8,POE,0,0,0,0,0,0,0,0,0,0,12
221,0,hurry,hurry,226937,8,POE,0,1,0,0,0,0,0,0,0,0,12
222,0,!,!,558,8,POE,0,0,0,0,0,0,0,0,0,0,12
223,0,,i,509,8,POE,0,0,0,0,0,0,0,0,0,0,12
224,0,,see,678,8,POE,0,0,0,0,0,0,0,0,0,0,12
225,0,,'em,4046,8,POE,0,0,0,0,0,0,0,0,0,0,12
226,0,!,!,558,8,POE,0,0,0,0,0,0,0,0,0,0,12
227,4,you,you,520,10,POE,0,0,0,0,0,0,0,0,0,0,12
228,4,take,take,772,10,POE,0,0,0,0,0,0,0,0,0,0,12
229,4,this,this,552,10,POE,0,0,0,0,0,0,0,0,0,0,12
230,4,0,0,453,10,POE,0,0,0,0,0,0,0,0,0,0,12
231,5,it,it,519,10,POE,0,0,0,0,0,0,0,0,0,0,12
232,5,'s,'s,525,10,POE,0,0,0,0,0,0,0,0,0,0,12
233,17,safer,safer,5860,10,POE,0,0,0,0,0,0,0,0,0,0,12
234,17,with,with,548,10,POE,0,0,0,0,0,0,0,0,0,0,12
235,16,you,you,520,10,POE,0,0,0,0,0,0,0,0,0,0,12
236,16,than,than,626,10,POE,0,0,0,0,0,0,0,0,0,0,12
237,16,it,it,519,10,POE,0,0,0,0,0,0,0,0,0,0,12
238,16,is,is,513,10,POE,0,0,0,0,0,0,0,0,0,0,12
239,16,with,with,548,10,POE,0,0,0,0,0,0,0,0,0,0,12
240,16,me,me,612,10,POE,0,0,0,0,0,0,0,0,0,0,13
241,15,0,0,453,10,POE,0,0,0,0,0,0,0,0,0,0,13
242,13,you,you,520,10,POE,0,0,0,0,0,0,0,0,0,0,13
243,29,get,get,618,10,POE,0,0,0,0,0,0,0,0,0,0,13
244,45,as,as,557,10,POE,0,0,0,0,0,0,0,0,0,0,13
245,45,far,far,916,10,POE,0,0,0,0,0,0,0,0,0,0,13
246,44,away,away,944,10,POE,0,0,0,0,0,0,0,0,0,0,13
247,47,from,from,595,10,POE,0,0,0,0,0,0,0,0,0,0,13
248,54,here,here,749,10,POE,0,0,0,0,0,0,0,0,0,0,13
249,55,as,as,557,10,POE,0,0,0,0,0,0,0,0,0,0,13
250,26,you,you,520,10,POE,0,0,0,0,0,0,0,0,0,0,13
251,26,can,can,586,10,POE,0,0,0,0,0,0,0,0,0,0,13
252,62,0,0,453,10,POE,0,0,0,0,0,0,0,0,0,0,13
253,56,do,do,544,10,POE,0,0,0,0,0,0,0,0,0,0,13
254,57,you,you,520,10,POE,0,0,0,0,0,0,0,0,0,0,13
255,55,hear,hear,1273,10,POE,0,0,0,0,0,0,0,0,0,0,13
256,55,me,me,612,10,POE,0,0,0,0,0,0,0,0,0,0,13
257,56,?,?,533,10,POE,0,0,0,0,0,0,0,0,0,0,13
258,60,i,i,509,10,POE,0,0,0,0,0,0,0,0,0,0,13
259,48,'ll,'ll,746,10,POE,0,0,0,0,0,0,0,0,0,0,13
260,47,come,come,890,10,POE,0,0,0,0,0,0,0,0,0,0,14
261,47,back,back,767,10,POE,0,0,0,0,0,0,0,0,0,0,14
262,47,for,for,531,10,POE,0,0,0,0,0,0,0,0,0,0,14
263,47,you,you,520,10,POE,0,0,0,0,0,0,0,0,0,0,14
264,6,!,!,558,10,POE,0,0,0,0,0,0,0,0,0,0,14
265,1,it,it,519,10,POE,0,0,0,0,0,0,0,0,0,0,14
266,1,will,will,603,10,POE,0,0,0,0,0,0,0,0,0,0,14
267,1,be,be,536,10,POE,0,0,0,0,0,0,0,0,0,0,14
268,1,alright,alright,5832,10,POE,0,0,0,0,0,0,0,0,0,0,14
269,1,0,0,453,10,POE,0,0,0,0,0,0,0,0,0,0,14
270,0,stay,stay,1824,11,SENIOR TROOPER,0,0,0,0,0,0,0,0,0,0,14
271,0,here,here,749,11,SENIOR TROOPER,0,0,0,0,0,0,0,0,0,0,14
272,0,0,0,453,11,SENIOR TROOPER,0,0,0,0,0,0,0,0,0,0,14
273,10,look,look,820,11,KYLO REN,0,0,0,0,0,0,0,0,0,0,14
274,10,how,how,645,11,KYLO REN,0,0,0,0,0,0,0,0,0,0,14
275,10,old,old,886,11,KYLO REN,0,0,0,0,0,0,0,0,0,0,14
276,10,you,you,520,11,KYLO REN,0,0,0,0,0,0,0,0,0,0,14
277,10,'ve,'ve,689,11,KYLO REN,0,0,0,0,0,0,0,0,0,0,14
278,10,become,become,1186,11,KYLO REN,0,0,0,0,0,0,0,0,0,0,14
279,5,0,0,453,11,KYLO REN,0,0,0,0,0,0,0,0,0,0,14
280,22,something,something,709,11,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,15
281,22,far,far,916,11,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,15
282,22,worse,worse,1342,11,LOR SAN TEKKA,0,0,0,1,0,1,0,0,1,0,15
283,23,has,has,615,11,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,15
284,24,happened,happened,1340,11,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,15
285,25,to,to,504,11,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,15
286,27,you,you,520,11,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,15
287,16,0,0,453,11,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,15
288,17,you,you,520,11,KYLO REN,0,0,0,0,0,0,0,0,0,0,15
289,16,know,know,638,11,KYLO REN,0,0,0,0,0,0,0,0,0,0,15
290,15,what,what,594,11,KYLO REN,0,0,0,0,0,0,0,0,0,0,15
291,15,i,i,509,11,KYLO REN,0,0,0,0,0,0,0,0,0,0,15
292,12,'ve,'ve,689,11,KYLO REN,0,0,0,0,0,0,0,0,0,0,15
293,11,come,come,890,11,KYLO REN,0,0,0,0,0,0,0,0,0,0,15
294,11,for,for,531,11,KYLO REN,0,0,0,0,0,0,0,0,0,0,15
295,11,0,0,453,11,KYLO REN,0,0,0,0,0,0,0,0,0,0,15
296,22,i,i,509,11,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,15
297,26,know,know,638,11,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,15
298,26,where,where,752,11,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,15
299,26,you,you,520,11,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,15
300,26,come,come,890,11,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,16
301,26,from,from,595,11,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,16
302,21,0,0,453,11,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,16
303,12,before,before,792,11,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,16
304,12,you,you,520,11,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,16
305,12,called,called,1062,11,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,16
306,12,yourself,yourself,1121,11,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,16
307,0,kylo,kylo,776989,11,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,16
308,0,ren,ren,1242,11,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,16
309,0,0,0,453,11,LOR SAN TEKKA,0,0,0,0,0,0,0,0,0,0,16
310,0,the,the,501,11,KYLO REN,0,0,0,0,0,0,0,0,0,0,16
311,0,map,map,3637,11,KYLO REN,0,0,0,0,0,0,0,0,0,0,16
312,0,to,to,504,11,KYLO REN,0,0,0,0,0,0,0,0,0,0,16
313,0,skywalker,skywalker,303039,11,KYLO REN,0,0,0,0,0,0,0,0,0,0,16
314,5,0,0,453,11,KYLO REN,0,0,0,0,0,0,0,0,0,0,16
315,5,we,we,601,11,KYLO REN,0,0,0,0,0,0,0,0,0,0,16
316,5,know,know,638,11,KYLO REN,0,0,0,0,0,0,0,0,0,0,16
317,5,you,you,520,11,KYLO REN,0,0,0,0,0,0,0,0,0,0,16
318,5,'ve,'ve,689,11,KYLO REN,0,0,0,0,0,0,0,0,0,0,16
319,6,found,found,1126,11,KYLO REN,0,0,0,0,1,0,0,1,0,1,16
320,6,it,it,519,11,KYLO REN,0,0,0,0,0,0,0,0,0,0,17
321,7,",",",",450,11,KYLO REN,0,0,0,0,0,0,0,0,0,0,17
322,22,and,and,512,11,KYLO REN,0,0,0,0,0,0,0,0,0,0,17
323,22,now,now,640,11,KYLO REN,0,0,0,0,0,0,0,0,0,0,17
324,22,you,you,520,11,KYLO REN,0,0,0,0,0,0,0,0,0,0,17
325,22,'re,'re,628,11,KYLO REN,0,0,0,0,0,0,0,0,0,0,17
326,26,going,going,693,11,KYLO REN,0,0,0,0,0,0,0,0,0,0,17
327,27,to,to,504,11,KYLO REN,0,0,0,0,0,0,0,0,0,0,17
328,22,give,give,856,11,KYLO REN,0,0,0,0,0,0,0,0,0,0,17
