SCRIPT_SECTION,DISTANCE_TIER,CHARACTER,MATCH_COUNT
71,5,FINN,22
135,4,REY,116
99,1,FINN,18
351,5,REY,50
234,3,HAN,123
242,0,HAN,140
327,5,HAN,9
251,3,MAZ,23
252,3,MAZ,13
98,2,REY,20
430,4,KAYDEL KO CONNIX,7
430,2,VOBER DAND,17
307,5,C-3PO,61
15,5,LOR SAN TEKKA,4
214,1,HAN,24
52,2,FN-2187,35
312,5,FINN,15
312,5,POE,5
426,0,FINN,180
35,4,REY,24
172,0,BALA-TIK,31
172,0,HAN,99
166,2,HAN,163
455,4,COLONEL DATOO,30
388,4,LEIA,2
301,3,KYLO REN,16
263,5,MAZ,26
372,4,FINN,24
372,4,LEIA,21
288,3,REY,59
71,2,FINN,57
203,1,SNOKE,49
400,1,FINN,18
260,1,FINN,67
424,1,FINN,185
311,2,FINN,29
311,2,POE,5
160,1,HAN,43
245,0,MAZ,102
264,3,FINN,13
369,4,SNAP,9
15,2,KYLO REN,64
49,1,POE,27
50,1,POE,42
50,1,STAR DESTROYER TECHNICIAN,17
223,1,HAN,71
293,3,STORMTROOPER #4,33
293,3,REY,119
294,4,HAN,87
390,3,STORMTROOPER,5
390,3,KYLO REN,19
304,2,KYLO REN,72
265,0,HAN,2
265,0,MAZ,6
266,0,MAZ,4
107,3,REY,256
133,3,FINN,9
133,3,REY,20
336,4,HAN,26
336,5,HAN,22
337,5,HAN,45
167,5,HAN,8
167,5,FINN,13
168,5,FINN,9
171,2,FINN,7
112,3,REY,3
3,3,Intro Text,40
80,0,GENERAL HUX,45
275,2,REY,121
216,3,HAN,3
191,3,HAN,43
192,3,HAN,7
216,4,HAN,21
177,3,HAN,27
374,3,HAN,33
7,1,LOR SAN TEKKA,258
7,1,POE,53
399,3,FINN,24
159,2,FINN,22
159,0,HAN,137
237,1,HAN,197
238,1,HAN,105
440,5,HAN,126
382,1,POE,13
458,1,REY,20
322,3,LEIA,161
327,4,HAN,21
198,0,GENERAL HUX,118
198,1,GENERAL HUX,73
203,4,KYLO REN,8
204,4,KYLO REN,52
57,5,POE,21
232,2,HAN,102
270,0,FINN,186
240,1,HAN,121
192,0,HAN,12
359,4,GENERAL HUX,30
359,4,SNOKE,6
138,4,FINN,30
139,4,FINN,6
123,1,REY,11
123,1,FINN,172
323,0,C-3PO,106
324,0,C-3PO,50
213,2,REY,54
215,1,REY,28
216,0,HAN,288
217,1,HAN,81
214,3,HAN,2
454,3,KYLO REN,28
203,5,SNOKE,77
282,3,MAZ,41
219,2,HAN,190
219,2,REY,32
304,5,KYLO REN,46
196,5,SNOKE,13
419,2,HAN,103
404,0,FINN,147
161,4,FINN,79
298,5,STORMTROOPER,17
434,0,HAN,27
323,4,C-3PO,3
375,3,ADMIRAL STATURA,10
437,5,HAN,75
438,5,HAN,75
437,4,KYLO REN,76
464,2,C-3PO,163
455,3,KYLO REN,71
409,2,FINN,147
170,5,HAN,42
146,5,HAN,5
147,5,HAN,10
296,4,HAN,80
276,3,MAZ,37
9,2,POE,1
65,4,FINN,45
109,4,FINN,2
109,4,REY,22
455,3,COLONEL DATOO,30
250,1,MAZ,12
321,2,LEIA,23
152,2,REY,9
290,2,MAZ,28
53,4,POE,207
399,0,FINN,55
393,3,HAN,36
394,3,HAN,13
79,2,KYLO REN,12
210,1,HAN,135
207,3,FINN,13
191,2,REY,71
434,4,KYLO REN,19
151,5,HAN,21
151,5,REY,53
265,0,FINN,3
369,3,MAJOR EMATT,9
369,3,POE,16
126,2,FINN,17
200,3,GENERAL HUX,23
180,1,BALA-TIK,126
180,0,BALA-TIK,261
84,0,REY,79
84,1,FINN,47
84,0,FINN,78
85,1,FINN,51
195,1,BALA-TIK,7
195,0,BALA-TIK,24
323,3,C-3PO,19
409,5,FINN,17
204,4,SNOKE,132
220,4,HAN,17
334,0,LEIA,123
460,3,MEDIC,43
421,4,FINN,77
116,1,FINN,34
162,2,REY,3
403,1,FINN,39
236,5,HAN,9
66,1,FINN,138
369,3,SNAP,46
191,5,HAN,31
333,5,HAN,39
30,3,POE,7
400,2,FINN,26
400,2,HAN,32
400,5,HAN,2
304,2,FINN,7
384,5,HAN,62
438,4,HAN,63
170,1,BALA-TIK,68
391,2,FINN,26
59,4,POE,80
4,1,Intro Text,23
4,2,Intro Text,25
386,4,LEIA,32
427,5,SNAP,23
427,5,JESS,39
291,0,MAZ,33
183,5,REY,36
24,0,UNKAR,37
275,1,REY,173
278,2,MAZ,47
237,4,REY,14
307,1,C-3PO,12
152,4,HAN,10
152,4,FINN,2
305,4,FINN,34
402,0,FINN,111
403,3,FINN,56
356,4,SNOKE,27
80,1,KYLO REN,39
133,0,REY,96
168,2,HAN,30
69,1,POE,16
71,0,FINN,65
52,3,FN-2187,24
52,1,FN-2187,24
9,4,LOR SAN TEKKA,78
238,1,FINN,24
197,5,SNOKE,48
65,0,POE,106
65,0,FINN,135
146,0,FINN,72
422,1,ADMIRAL ACKBAR,28
58,1,POE,6
54,4,POE,24
374,4,HAN,17
34,1,REY,83
9,3,LOR SAN TEKKA,89
196,3,BALA-TIK,57
177,2,TASU LEECH,44
426,5,FINN,45
342,4,REY,12
342,4,KYLO REN,8
109,1,REY,42
24,2,CAPTAIN PHASMA,1
24,2,UNKAR,11
264,5,REY,41
246,2,MAZ,58
68,4,POE,107
69,4,FINN,36
70,3,POE,21
279,3,MAZ,48
355,1,SNOKE,6
219,0,REY,6
275,3,MAZ,8
74,4,TECHNICIAN #1,18
194,4,HAN,12
195,4,HAN,73
334,5,LEIA,10
86,4,REY,57
162,3,HAN,23
162,3,REY,12
385,3,HAN,6
385,3,FINN,14
146,4,REY,7
146,4,FINN,20
50,3,FIRST ORDER COLONEL,6
147,2,HAN,32
66,4,FINN,38
35,2,REY,52
286,2,GENERAL HUX,77
458,0,REY,3
22,2,POE,51
22,1,STORMTROOPER #2,3
81,1,GENERAL HUX,10
81,0,KYLO REN,84
63,3,KYLO REN,4
50,2,POE,31
50,2,STAR DESTROYER TECHNICIAN,10
88,2,FINN,284
283,0,REY,38
232,1,REY,3
427,1,HAN,18
158,3,REY,37
179,3,BALA-TIK,32
310,0,HAN,22
259,1,MAZ,69
371,2,HAN,6
371,2,ADMIRAL ACKBAR,27
107,3,FINN,12
108,3,FINN,3
158,0,REY,124
212,0,HAN,48
28,1,REY,66
74,1,TECHNICIAN #1,75
420,4,FINN,21
421,1,FINN,289
37,2,UNKAR,7
38,2,UNKAR,47
38,2,REY,21
392,1,FINN,163
230,4,HAN,164
219,1,HAN,95
251,5,HAN,31
401,2,HAN,8
358,5,SNOKE,32
358,5,GENERAL HUX,5
34,1,KYLO REN,96
104,5,UNKAR,21
105,5,UNKAR,46
46,0,FN-2187,35
339,1,LEIA,31
66,2,POE,9
107,4,REY,75
205,2,KYLO REN,71
264,5,FINN,8
111,1,FINN,201
118,2,FINN,31
18,4,KYLO REN,77
213,3,REY,47
214,3,REY,6
251,0,MAZ,101
141,4,REY,12
308,5,C-3PO,4
237,2,REY,19
109,3,REY,18
184,0,FINN,28
430,2,KAYDEL KO CONNIX,17
347,5,KYLO REN,37
397,3,FINN,57
285,4,GENERAL HUX,34
285,2,GENERAL HUX,2
285,1,GENERAL HUX,22
189,2,HAN,199
190,4,REY,13
278,1,MAZ,44
274,0,UNKAR PLUTT,2
275,0,UNKAR PLUTT,2
432,3,HAN,53
433,3,HAN,117
204,5,KYLO REN,43
439,2,HAN,160
181,2,BALA-TIK,5
181,0,HAN,45
427,3,SNAP,17
416,3,POE,9
113,4,REY,33
452,1,POE,12
452,1,LT. BASTIAN,2
211,2,HAN,187
275,4,REY,80
235,2,REY,34
291,4,HAN,22
291,4,MAZ,2
87,2,FINN,147
108,1,REY,42
7,0,POE,21
317,2,POE,77
293,5,REY,10
280,2,MAZ,241
263,0,MAZ,92
260,4,MAZ,35
260,4,FINN,31
431,0,C-3PO,68
21,2,CAPTAIN PHASMA,6
21,2,KYLO REN,13
50,0,STAR DESTROYER TECHNICIAN,42
61,2,LIEUTENANT MITAKA,10
73,0,GENERAL HUX,41
74,0,TECHNICIAN #1,91
75,1,GENERAL HUX,13
275,5,REY,93
290,1,MAZ,32
177,4,HAN,18
223,2,HAN,88
436,4,HAN,8
316,5,POE,23
322,2,FINN,13
358,0,SNOKE,272
359,0,GENERAL HUX,212
364,0,TROOPER GUARD #2,83
447,0,KYLO REN,136
177,5,HAN,17
178,5,HAN,8
361,3,KYLO REN,20
361,3,SNOKE,53
97,4,REY,6
89,4,FINN,94
66,3,FINN,188
465,4,LEIA,1
266,5,FINN,34
334,4,LEIA,48
67,2,POE,71
13,2,POE,64
152,1,REY,19
338,3,HAN,15
20,1,POE,20
63,0,GENERAL HUX,9
73,1,CAPTAIN PHASMA,37
73,2,TECHNICIAN #1,2
74,2,TECHNICIAN #1,20
74,2,GENERAL HUX,3
75,0,TECHNICIAN #1,45
75,0,GENERAL HUX,144
76,0,GENERAL HUX,16
79,4,KYLO REN,10
431,2,C-3PO,5
432,2,C-3PO,1
215,4,REY,40
397,1,HAN,119
400,0,FINN,14
318,1,FINN,9
319,1,FINN,29
208,4,HAN,32
208,1,HAN,41
418,5,FINN,4
160,3,FINN,4
161,3,FINN,51
185,1,REY,74
327,4,LEIA,64
67,0,POE,138
300,0,POE,67
301,0,POE,5
319,1,LEIA,49
323,1,LEIA,12
449,1,JESS,3
453,0,POE,39
458,0,POE,6
459,0,POE,36
459,2,SNAP,4
203,3,KYLO REN,22
204,3,KYLO REN,109
420,1,FINN,27
427,4,SNAP,29
427,4,JESS,40
132,2,REY,83
196,4,SNOKE,3
326,1,HAN,15
131,5,FINN,19
132,5,REY,6
17,5,LOR SAN TEKKA,47
454,2,KYLO REN,49
365,2,TROOPER GUARD #2,13
240,0,HAN,78
397,5,HAN,52
17,4,KYLO REN,86
208,2,HAN,198
79,4,GENERAL HUX,4
80,4,GENERAL HUX,1
60,4,POE,6
84,1,REY,26
106,2,FINN,17
106,0,FINN,38
133,0,FINN,8
134,0,FINN,23
154,2,HAN,1
148,0,HAN,72
119,4,LIEUTENANT MITAKA,20
120,4,LIEUTENANT MITAKA,15
95,2,REY,27
465,5,LEIA,10
402,2,FINN,65
311,2,HAN,104
177,4,TASU LEECH,15
59,2,POE,168
119,3,LIEUTENANT MITAKA,12
120,3,LIEUTENANT MITAKA,11
404,4,HAN,8
3,0,Intro Text,86
5,1,LOR SAN TEKKA,5
21,0,STORMTROOPER #2,4
22,0,STORMTROOPER #2,2
23,0,CAPTAIN PHASMA,168
23,1,FN-2187,15
24,0,CAPTAIN PHASMA,26
25,1,REY,18
27,0,REY,123
27,3,REY,10
27,1,REY,20
28,0,REY,152
34,0,REY,34
36,0,REY,114
36,0,UNKAR,5
49,0,POE,45
54,1,POE,17
60,0,LIEUTENANT MITAKA,31
63,1,POE,1
64,1,FINN,10
72,0,CAPTAIN PHASMA,25
72,1,CAPTAIN PHASMA,3
101,0,FINN,12
108,2,FINN,7
109,0,FINN,20
109,2,REY,33
110,1,FINN,26
114,1,REY,13
114,0,REY,17
115,0,REY,14
115,2,FINN,9
115,0,FINN,12
116,0,FINN,30
118,1,FINN,2
119,0,REY,2
119,2,FINN,8
120,2,LIEUTENANT MITAKA,13
121,1,LIEUTENANT MITAKA,14
122,3,LIEUTENANT MITAKA,9
123,0,REY,6
124,0,REY,26
124,1,REY,3
183,2,REY,33
145,1,HAN,17
146,0,HAN,22
147,0,HAN,88
147,1,HAN,23
147,2,REY,3
151,1,HAN,17
151,0,REY,53
156,0,HAN,93
161,0,FINN,62
163,1,FINN,13
170,2,BALA-TIK,46
170,0,BALA-TIK,29
171,0,BALA-TIK,38
173,1,HAN,7
174,0,BALA-TIK,22
174,0,HAN,8
175,0,HAN,49
176,0,TASU LEECH,16
177,0,TASU LEECH,16
177,1,HAN,40
177,0,HAN,10
178,0,HAN,34
178,1,TASU LEECH,1
178,1,HAN,13
178,0,BALA-TIK,4
181,2,REY,17
187,0,HAN,8
188,2,REY,3
191,0,REY,72
191,1,HAN,21
195,0,HAN,21
196,0,BALA-TIK,14
196,2,BALA-TIK,7
196,0,SNOKE,48
198,2,GENERAL HUX,35
198,0,SNOKE,28
206,0,SNOKE,8
208,0,FINN,11
208,2,FINN,1
208,0,HAN,143
209,0,HAN,2
209,0,FINN,18
209,2,FINN,13
213,0,HAN,7
218,3,HAN,23
223,0,HAN,41
227,0,FINN,25
238,0,HAN,16
238,0,FINN,46
241,0,FINN,32
242,0,FINN,4
242,2,FINN,2
246,0,MAZ,44
246,0,GA-97,6
246,0,BAZINE,4
247,2,BAZINE,21
252,0,MAZ,44
252,0,FINN,6
253,0,FINN,42
253,2,REY,5
253,0,MAZ,50
292,0,MAZ,17
296,1,HAN,31
296,4,STORMTROOPER,3
296,0,HAN,10
297,0,HAN,2
297,0,STORMTROOPER,29
300,1,POE,1
303,1,STORMTROOPER #5,51
303,0,STORMTROOPER #5,71
306,0,C-3PO,8
308,1,C-3PO,19
309,0,C-3PO,29
310,3,HAN,38
311,3,POE,14
318,3,LEIA,7
323,0,DR. KALONIA,6
324,3,C-3PO,1
328,0,LEIA,17
328,1,LEIA,11
329,1,LEIA,1
331,0,C-3PO,42
356,1,SNOKE,16
367,0,STARKILLER TECHNICIAN,8
367,3,POE,1
373,0,C-3PO,2
374,0,C-3PO,15
374,1,C-3PO,4
376,0,FINN,8
377,0,FINN,2
379,0,POE,1
379,1,POE,3
383,4,POE,19
385,0,HAN,1
391,0,FINN,18
391,0,HAN,34
392,0,HAN,43
392,0,FINN,40
393,0,FINN,7
393,1,HAN,12
394,0,HAN,14
394,1,HAN,10
394,1,OFFICER,4
394,0,OFFICER,29
395,0,OFFICER,24
396,0,KYLO REN,37
399,1,HAN,28
399,0,HAN,48
401,0,FIRST ORDER OFFICER,43
405,2,CAPTAIN PHASMA,4
405,1,CAPTAIN PHASMA,5
406,1,CAPTAIN PHASMA,12
407,1,HAN,30
409,0,CAPTAIN PHASMA,18
409,1,HAN,9
409,0,HAN,12
410,0,HAN,7
410,2,FINN,1
410,0,OFFICER,13
411,0,LEIA,8
411,3,ADMIRAL STATURA,1
412,1,REAR ADMIRAL GULCH,1
412,2,POE,39
415,0,POE,27
444,0,OFFICER TABALA ZO,2
445,0,OFFICER TABALA ZO,4
445,1,FINN,12
447,1,KYLO REN,45
449,2,YOLO ZIFF,7
451,1,POE,27
453,3,NIV LEK,6
457,1,GENERAL HUX,33
455,0,COLONEL DATOO,54
455,2,YOUNG TECHNICIAN,3
456,2,YOUNG TECHNICIAN,2
456,0,YOUNG TECHNICIAN,21
456,0,GENERAL HUX,42
457,0,GENERAL HUX,206
459,1,POE,84
461,0,C-3PO,35
462,0,C-3PO,24
462,2,C-3PO,21
463,0,C-3PO,17
463,2,LEIA,3
463,3,POE,23
358,0,GENERAL HUX,20
456,1,YOUNG TECHNICIAN,21
252,3,FINN,13
438,4,KYLO REN,64
275,1,UNKAR PLUTT,2
25,4,REY,48
146,3,REY,18
146,3,FINN,21
125,3,REY,16
175,0,BALA-TIK,8
237,3,REY,18
58,2,POE,39
212,0,FINN,8
212,5,HAN,11
176,2,TASU LEECH,11
121,5,LIEUTENANT MITAKA,86
189,4,HAN,96
319,4,LEIA,32
319,4,POE,8
189,5,HAN,12
390,1,KYLO REN,61
149,3,HAN,14
149,3,REY,17
170,2,HAN,40
170,0,HAN,24
139,0,FINN,17
176,3,TASU LEECH,3
177,3,TASU LEECH,10
447,3,KYLO REN,26
448,3,FINN,7
114,2,REY,12
239,5,HAN,11
399,2,FINN,60
311,5,FINN,95
147,4,HAN,7
346,2,KYLO REN,22
22,1,FN-2187,5
23,3,CAPTAIN PHASMA,2
219,4,REY,4
378,2,POE,27
295,1,FINN,37
295,1,MAZ,21
74,3,TECHNICIAN #1,41
203,2,SNOKE,295
445,5,OFFICER TABALA ZO,8
445,5,FINN,5
454,2,STARKILLER TECHNICIAN,5
454,2,GENERAL HUX,6
104,0,UNKAR,3
105,0,UNKAR,10
374,5,C-3PO,7
321,1,LEIA,36
333,4,HAN,57
49,3,POE,15
50,3,POE,24
50,3,STAR DESTROYER TECHNICIAN,10
342,5,REY,2
342,5,KYLO REN,16
286,4,GENERAL HUX,194
385,1,HAN,8
285,5,GENERAL HUX,19
197,2,SNOKE,30
146,5,REY,4
146,5,FINN,20
137,4,FINN,6
180,3,BALA-TIK,56
55,5,POE,13
220,3,HAN,36
63,2,KYLO REN,27
89,0,REY,104
309,3,C-3PO,97
164,2,FINN,30
331,4,C-3PO,66
346,4,KYLO REN,52
347,4,KYLO REN,68
21,1,CAPTAIN PHASMA,14
139,5,REY,6
58,5,POE,24
138,3,FINN,116
139,3,FINN,19
383,1,POE,71
158,3,FINN,78
413,2,POE,6
371,4,HAN,6
371,4,ADMIRAL ACKBAR,31
375,5,HAN,51
161,1,FINN,34
235,5,REY,16
103,5,FINN,21
437,5,KYLO REN,34
404,3,FINN,77
373,4,LEIA,6
440,5,KYLO REN,14
5,2,LOR SAN TEKKA,1
9,0,POE,2
392,3,FINN,193
453,0,NIV LEK,24
161,0,HAN,16
184,4,BALA-TIK,6
184,4,FINN,6
460,1,MEDIC,42
37,5,UNKAR,6
38,5,UNKAR,25
38,5,REY,10
414,1,COLONEL DATOO,4
293,2,REY,89
270,5,FINN,35
60,3,POE,1
179,4,BALA-TIK,26
432,5,HAN,16
392,2,FINN,112
464,3,C-3PO,31
375,5,LEIA,8
375,5,ADMIRAL STATURA,1
214,4,HAN,70
196,4,BALA-TIK,38
199,5,GENERAL HUX,14
330,5,C-3PO,24
180,4,BALA-TIK,26
420,3,FINN,19
241,2,HAN,77
241,2,FINN,1
428,2,JESS,4
459,4,POE,7
373,2,LEIA,8
174,2,BALA-TIK,9
86,2,FINN,30
150,3,REY,1
93,5,REY,6
360,2,KYLO REN,45
220,1,HAN,197
233,0,HAN,114
419,3,HAN,58
33,1,GENERAL HUX,15
375,1,LEIA,15
34,4,GENERAL HUX,24
303,5,KYLO REN,8
145,2,HAN,5
145,2,REY,37
301,5,KYLO REN,6
396,1,KYLO REN,25
230,4,REY,7
231,4,REY,4
390,2,STORMTROOPER,2
390,2,KYLO REN,24
382,5,LEIA,5
160,5,FINN,19
160,4,FINN,6
355,1,REY,3
206,2,HAN,6
425,2,REY,48
133,5,FINN,7
257,0,FINN,84
10,5,POE,11
10,5,LOR SAN TEKKA,60
230,5,HAN,55
336,1,LEIA,14
21,0,CAPTAIN PHASMA,14
21,4,STORMTROOPER #2,2
409,3,FINN,149
402,4,HAN,37
115,2,REY,11
151,1,REY,62
175,1,HAN,22
174,4,BALA-TIK,17
196,1,SNOKE,20
207,0,REY,1
182,2,REY,10
237,0,HAN,39
256,0,MAZ,53
256,0,FINN,122
264,0,MAZ,8
279,2,REY,4
32,5,KYLO REN,1
232,5,REY,4
232,5,HAN,69
13,3,POE,55
311,0,FINN,5
316,5,FINN,14
235,1,REY,39
295,5,FINN,5
295,5,MAZ,13
223,4,HAN,11
351,4,KYLO REN,39
77,3,GENERAL HUX,12
390,0,KYLO REN,103
403,0,FINN,70
92,4,REY,26
93,4,REY,4
365,2,REY,8
61,3,LIEUTENANT MITAKA,26
389,1,LEIA,41
389,2,LEIA,27
253,5,MAZ,31
192,4,REY,18
32,4,POE,62
265,5,REY,6
265,5,FINN,8
100,2,REY,4
100,2,FINN,8
58,0,POE,15
455,4,KYLO REN,29
25,0,REY,26
33,4,KYLO REN,31
269,4,FINN,74
139,2,REY,7
396,0,FINN,45
397,0,FINN,20
234,4,REY,4
323,1,C-3PO,3
324,1,C-3PO,19
341,1,GENERAL STATURA,12
341,1,REY,50
341,1,KYLO REN,18
246,3,MAZ,50
306,4,FINN,31
230,3,REY,40
245,1,HAN,3
245,1,MAZ,36
97,4,FINN,4
125,5,REY,19
328,3,LEIA,36
345,1,KYLO REN,32
393,4,HAN,32
394,4,HAN,25
205,2,SNOKE,32
95,1,REY,39
311,1,HAN,48
311,1,FINN,9
84,2,REY,4
84,2,FINN,12
84,4,FINN,14
104,3,UNKAR,6
105,3,UNKAR,12
25,3,REY,41
323,2,C-3PO,80
178,2,TASU LEECH,2
178,2,HAN,10
161,4,HAN,14
447,0,FINN,49
447,1,FINN,15
316,3,FINN,58
166,4,HAN,12
166,4,REY,4
464,5,C-3PO,21
465,5,C-3PO,4
445,2,REY,50
446,2,REY,6
123,0,FINN,10
296,2,HAN,12
466,5,LEIA,23
51,5,POE,10
52,5,POE,24
350,4,KYLO REN,40
374,2,C-3PO,2
459,2,POE,50
424,5,REY,36
439,5,KYLO REN,2
149,2,REY,24
263,4,MAZ,53
407,3,HAN,32
292,0,STORMTROOPER,1
207,3,HAN,25
33,1,KYLO REN,9
428,1,HAN,18
149,5,REY,21
167,3,FINN,5
239,3,HAN,71
285,3,GENERAL HUX,7
422,2,ADMIRAL ACKBAR,6
460,5,MEDIC,24
292,1,STORMTROOPER #4,2
292,0,STORMTROOPER #4,5
364,1,TROOPER GUARD #2,10
389,0,STORMTROOPER,14
389,1,STORMTROOPER,2
390,1,STORMTROOPER,10
391,0,KYLO REN,24
392,1,HAN,26
146,2,FINN,8
154,3,HAN,36
161,3,HAN,27
331,0,HAN,25
53,5,POE,30
54,5,POE,12
461,1,C-3PO,24
337,0,LEIA,7
92,2,FINN,4
374,1,HAN,38
275,0,REY,66
235,0,REY,83
13,4,POE,15
13,4,SENIOR TROOPER,3
266,4,MAZ,2
336,5,LEIA,6
123,2,REY,7
124,0,FINN,34
156,3,REY,1
156,2,HAN,17
156,2,REY,4
391,1,KYLO REN,11
399,2,HAN,1
33,3,GENERAL HUX,12
34,1,GENERAL HUX,20
328,4,LEIA,27
329,4,LEIA,6
464,1,C-3PO,47
452,4,POE,1
453,4,POE,5
406,2,CAPTAIN PHASMA,16
78,4,GENERAL HUX,32
301,2,KYLO REN,23
279,1,MAZ,41
274,3,YOUNG GIRL,4
274,3,UNKAR PLUTT,2
328,5,LEIA,41
329,5,LEIA,9
432,4,HAN,25
159,4,FINN,60
207,5,HAN,4
207,5,FINN,8
64,3,FINN,5
205,5,SNOKE,5
42,1,POE,5
414,0,COLONEL DATOO,8
369,5,MAJOR EMATT,39
369,5,POE,22
132,4,REY,21
445,0,REY,22
154,4,HAN,18
283,1,REY,12
360,5,SNOKE,4
392,4,HAN,12
331,5,C-3PO,67
368,1,BRANCE,4
34,5,GENERAL HUX,9
18,3,KYLO REN,31
448,4,JESS,56
447,5,KYLO REN,21
368,3,SNAP,11
465,4,C-3PO,5
136,3,FINN,7
98,5,FINN,12
43,4,POE,54
17,5,KYLO REN,30
48,5,POE,14
447,2,KYLO REN,13
160,0,HAN,23
416,1,POE,25
387,5,LEIA,43
43,2,FN-2187,24
170,4,HAN,18
350,5,KYLO REN,39
54,0,POE,33
54,0,FN-2187,12
54,2,FN-2187,8
119,1,LIEUTENANT MITAKA,9
253,4,MAZ,29
443,3,HAN,54
341,5,GENERAL STATURA,2
341,5,REY,4
82,4,KYLO REN,57
447,2,FINN,4
1,1,Intro Text,106
297,5,STORMTROOPER,13
422,0,ADMIRAL ACKBAR,4
276,4,MAZ,17
219,3,REY,2
320,2,LEIA,10
4,4,Intro Text,15
79,2,GENERAL HUX,2
396,1,FINN,30
445,3,REY,7
222,5,HAN,23
323,3,DR. KALONIA,27
163,0,FINN,48
287,3,GENERAL HUX,63
446,0,REY,4
276,5,REY,56
277,5,REY,17
110,4,FINN,85
376,1,FINN,3
377,1,FINN,2
80,3,KYLO REN,16
97,1,REY,5
97,0,REY,41
171,3,FINN,4
371,3,FINN,10
464,4,C-3PO,13
265,3,MAZ,3
266,3,MAZ,3
72,3,FINN,20
241,5,HAN,22
314,4,POE,20
181,4,HAN,35
89,4,REY,33
219,5,REY,9
405,5,FINN,26
18,5,POE,2
439,4,HAN,57
37,1,UNKAR,8
10,4,POE,22
10,4,LOR SAN TEKKA,28
409,1,CAPTAIN PHASMA,15
449,4,JESS,1
390,4,STORMTROOPER,1
390,4,KYLO REN,5
24,3,CAPTAIN PHASMA,6
24,3,UNKAR,19
80,2,KYLO REN,34
34,3,GENERAL HUX,33
33,4,GENERAL HUX,11
441,5,KYLO REN,109
20,5,POE,4
440,4,KYLO REN,18
112,4,FINN,30
57,4,POE,63
58,4,POE,22
163,5,REY,4
163,5,FINN,4
163,5,HAN,2
164,5,HAN,2
62,5,GENERAL HUX,6
413,5,YOLO ZIFF,9
413,5,POE,3
21,0,KYLO REN,5
129,4,FINN,22
196,1,BALA-TIK,14
100,5,REY,5
100,5,FINN,13
30,1,POE,9
146,2,REY,12
71,5,POE,3
72,5,FINN,2
75,2,TECHNICIAN #1,7
75,2,GENERAL HUX,13
329,5,C-3PO,32
61,3,GENERAL HUX,12
2,4,Intro Text,34
22,2,CAPTAIN PHASMA,6
321,5,FINN,13
179,5,BALA-TIK,30
179,5,TASU LEECH,1
445,5,KYLO REN,8
445,5,REY,10
394,2,OFFICER,12
44,5,POE,12
361,5,KYLO REN,8
361,5,SNOKE,15
86,5,REY,33
372,3,FINN,19
409,4,FINN,13
43,3,POE,52
396,5,FINN,39
397,5,FINN,3
119,0,FINN,30
238,3,FINN,92
184,5,BALA-TIK,8
184,5,FINN,10
411,2,REAR ADMIRAL GULCH,8
412,2,REAR ADMIRAL GULCH,2
361,4,SNOKE,15
362,4,SNOKE,6
245,0,HAN,11
66,3,POE,3
341,0,LEIA,12
134,3,FINN,2
134,3,REY,10
93,3,REY,2
178,3,HAN,18
451,2,POE,31
266,1,MAZ,23
122,3,KYLO REN,3
342,2,KYLO REN,46
278,4,MAZ,24
419,5,HAN,48
194,5,HAN,1
149,5,HAN,31
120,3,KYLO REN,2
110,2,REY,1
110,2,FINN,12
318,4,FINN,1
319,4,FINN,5
107,0,FINN,22
108,0,FINN,21
114,3,REY,12
350,3,KYLO REN,36
351,3,KYLO REN,31
249,0,MAZ,8
349,4,KYLO REN,7
142,3,REY,60
0,3,Intro Text,5
20,2,POE,2
251,2,MAZ,26
36,2,REY,55
92,0,FINN,27
97,2,REY,14
99,3,FINN,17
275,4,MAZ,3
132,4,FINN,3
133,4,FINN,7
133,4,REY,8
303,2,KYLO REN,21
374,3,C-3PO,5
148,5,HAN,10
148,5,FINN,5
188,2,HAN,5
331,5,HAN,5
311,3,HAN,30
303,4,KYLO REN,9
338,5,HAN,1
9,1,POE,7
79,0,GENERAL HUX,26
67,3,FINN,5
67,3,POE,22
67,4,FINN,1
232,1,HAN,16
49,4,FN-2187,3
251,4,MAZ,10
252,4,MAZ,4
53,0,POE,61
83,2,REY,9
83,4,FINN,1
93,0,REY,18
100,1,FINN,5
101,3,REY,13
101,3,FINN,3
102,3,FINN,8
102,3,REY,2
115,1,REY,11
115,1,FINN,10
134,0,REY,17
136,0,REY,29
136,2,FINN,13
136,1,FINN,3
141,1,REY,4
143,1,FINN,4
143,0,FINN,27
144,0,FINN,2
145,0,REY,18
146,0,REY,25
146,1,HAN,5
147,3,REY,1
152,0,REY,4
154,0,REY,2
168,1,FINN,13
175,1,BALA-TIK,13
179,0,TASU LEECH,12
180,0,TASU LEECH,7
181,0,BALA-TIK,6
209,1,FINN,7
209,3,FINN,1
214,0,HAN,9
244,1,HAN,1
253,1,REY,3
290,0,MAZ,18
292,1,MAZ,1
301,0,FINN,6
306,0,FINN,14
322,0,FINN,10
367,0,POE,31
368,0,POE,2
368,3,BRANCE,2
379,0,HAN,4
366,0,TROOPER GUARD #2,35
366,1,KYLO REN,4
392,2,HAN,18
391,2,HAN,1
407,0,HAN,14
459,0,SNAP,1
452,4,JESS,4
452,4,ELLO ASTY,8
161,5,FINN,94
160,5,HAN,28
165,3,HAN,21
166,3,HAN,21
341,4,REY,36
341,4,KYLO REN,13
447,4,KYLO REN,10
357,4,SNOKE,38
24,1,UNKAR,7
